Page,URL
10,https://www.domain.com.au/2201-117-bathurst-street-sydney-nsw-2000-2019439574
10,https://www.domain.com.au/301-11-alberta-street-sydney-nsw-2000-2019403418
10,https://www.domain.com.au/50e-2-watermans-quay-sydney-nsw-2000-2019393103
10,https://www.domain.com.au/3274-65-tumbalong-blvd-sydney-nsw-2000-2019387575
10,https://www.domain.com.au/701-267-sussex-street-sydney-nsw-2000-2019347725
10,https://www.domain.com.au/601-132-sussex-street-sydney-nsw-2000-2019334373
10,https://www.domain.com.au/2611-183-kent-street-sydney-nsw-2000-2019334002
10,https://www.domain.com.au/level-13-130-elizabeth-street-sydney-nsw-2000-2019305983
10,https://www.domain.com.au/sydney-nsw-2000-2019304207
10,https://www.domain.com.au/1005-60-bathurst-st-sydney-nsw-2000-2019279495
10,https://www.domain.com.au/2114-101-bathurst-street-sydney-nsw-2000-2019266455
10,https://www.domain.com.au/level-13-82-hay-st-sydney-nsw-2000-2019257725
10,https://www.domain.com.au/mid-level-71-macquarie-st-sydney-nsw-2000-2019210707
10,https://www.domain.com.au/apt-35f-88-barangaroo-ave-sydney-nsw-2000-2019082280
10,https://www.domain.com.au/502-281-elizabeth-street-sydney-nsw-2000-2018813530
10,https://www.domain.com.au/2502-127-kent-street-sydney-nsw-2000-2019140786
10,https://www.domain.com.au/2607-116-bathurst-street-sydney-nsw-2000-2019127431
10,https://www.domain.com.au/1701-116-bathurst-street-sydney-nsw-2000-2019127429
10,https://www.domain.com.au/190-298-304-sussex-street-sydney-nsw-2000-2019258218
10,https://www.domain.com.au/3501-343-pitt-street-sydney-nsw-2000-2019602756
10,https://www.domain.com.au/2701-433-kent-street-sydney-nsw-2000-2019611047
11,https://www.domain.com.au/101-bathurst-street-sydney-nsw-2000-2019119373
11,https://www.domain.com.au/507-10-nicolle-walk-sydney-nsw-2000-2019089165
11,https://www.domain.com.au/234-158-166-day-street-289-295-sussex-street-sydney-nsw-2000-2019072865
11,https://www.domain.com.au/2304-82-hay-st-sydney-nsw-2000-2018538019
11,https://www.domain.com.au/504-281-elizabeth-street-sydney-nsw-2000-2018929373
11,https://www.domain.com.au/117-bathurst-street-sydney-nsw-2000-2018881950
11,https://www.domain.com.au/2-watermans-quay-sydney-nsw-2000-2018702046
11,https://www.domain.com.au/2904-38-york-street-sydney-nsw-2000-2018786345
11,https://www.domain.com.au/level-18-130-elizabeth-street-sydney-nsw-2000-2018759056
11,https://www.domain.com.au/1005-209-castlereagh-street-sydney-nsw-2000-2018612770
11,https://www.domain.com.au/2306-116-bathurst-st-sydney-nsw-2000-2018378255
11,https://www.domain.com.au/1308-117-bathurst-street-sydney-nsw-2000-2018052492
11,https://www.domain.com.au/19xx-203-castlereagh-street-sydney-nsw-2000-2018281302
11,https://www.domain.com.au/2705-116-bathurst-street-sydney-nsw-2000-2018229822
11,https://www.domain.com.au/13a-04-116-bathurst-street-sydney-nsw-2000-2018229442
11,https://www.domain.com.au/2906-116-bathurst-street-sydney-nsw-2000-2018229362
11,https://www.domain.com.au/101-bathurst-street-sydney-nsw-2000-2018202771
11,https://www.domain.com.au/101-650-george-st-sydney-nsw-2000-2014787880
11,https://www.domain.com.au/sydney-nsw-2000-2018064761
11,https://www.domain.com.au/1203-161-clarence-st-sydney-nsw-2000-2017641933
11,https://www.domain.com.au/190-298-304-sussex-street-sydney-nsw-2000-2019258218
11,https://www.domain.com.au/3501-343-pitt-street-sydney-nsw-2000-2019602756
11,https://www.domain.com.au/2701-433-kent-street-sydney-nsw-2000-2019611047
12,https://www.domain.com.au/33xx-115-bathurst-street-sydney-nsw-2000-2017899368
12,https://www.domain.com.au/117-bathurst-street-sydney-nsw-2000-2017863859
12,https://www.domain.com.au/bathurst-street-sydney-nsw-2000-2017847223
12,https://www.domain.com.au/6106-117-bathurst-street-sydney-nsw-2000-2017813730
12,https://www.domain.com.au/117-bathurst-street-sydney-nsw-2000-2017731732
